ticker,fund_name,issuer,column,existing_value,suggested_value,confidence
FARX US,FRONTIER ASSET ABSOLUTE RETURN ETF,Frontier ETFs/USA,sub_strategy,Allocation,Broad,HIGH
FAS US,DIREXION DAILY FINANCIAL BULL 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
FAUG US,FT VEST US EQUITY BUFFER ETF - AUGUST,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FAZ US,DIREXION DAILY FINANCIAL BEAR 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
FB US,PROSHARES S&P 500 DYNAMIC BUFFER ETF,ProShares Trust,mechanism,physical,swap,HIGH
FBDC US,FT CONFLUENCE BDC & SPECIALTY FINANCE INCOME ETF,First Trust Exchange-Traded Fu,asset_class,Equity,Multi-Asset,HIGH
FBDC US,FT CONFLUENCE BDC & SPECIALTY FINANCE INCOME ETF,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FBL US,GRANITESHARES 2X LONG META DAILY ETF,GraniteShares ETF Trust,underlier_name,META US,META,HIGH
FBL US,GRANITESHARES 2X LONG META DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
FBUF US,FIDELITY DYNAMIC BUFFERED EQUITY ETF,Fidelity Greenwood Street Trus,mechanism,physical,options,HIGH
FBY US,YIELDMAX META OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,META US,META,HIGH
FBY US,YIELDMAX META OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
FBYY US,GRANITESHARES YIELDBOOST META ETF,GraniteShares ETF Trust,concentration,single,basket,MEDIUM
FBYY US,GRANITESHARES YIELDBOOST META ETF,GraniteShares ETF Trust,mechanism,physical,options,HIGH
FCEF US,FIRST TRUST INCOME OPPORTUNITIES ETF,First Trust Exchange-Traded Fu,sub_strategy,Allocation,Broad,HIGH
FCFY US,FIRST TRUST S&P 500 DIVERSIFIED FREE CASH FLOW ETF,First Trust Exchange-Traded Fu,sub_strategy,Style,Broad,LOW
FCG US,FIRST TRUST NATURAL GAS ETF,First Trust Exchange-Traded Fu,asset_class,Commodity,Equity,HIGH
FCLO US,FIDELITY CLO ETF,Fidelity Covington Trust,mechanism,physical,options,MEDIUM
FCOM US,FIDELITY MSCI COMMUNICATION SERVICES INDEX ETF,Fidelity Covington Trust,sub_strategy,Broad,Sector,MEDIUM
FCPI US,FIDELITY STOCKS FOR INFLATION ETF,Fidelity Covington Trust,sub_strategy,Thematic,Broad,LOW
FCXG US,LEVERAGE SHARES 2X LONG FCX DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
FDAT US,TACTICAL ADVANTAGE ETF,Tidal Trust II,sub_strategy,Allocation,Broad,HIGH
FDEC US,FT VEST US EQUITY BUFFER ETF - DECEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FDFF US,FIDELITY DISRUPTIVE FINANCE ETF,Fidelity Covington Trust,sub_strategy,Thematic,Single-Access,MEDIUM
FDIG US,FIDELITY CRYPTO INDUSTRY AND DIGITAL PAYMENTS ETF,Fidelity Covington Trust,asset_class,Equity,Crypto,HIGH
FDIG US,FIDELITY CRYPTO INDUSTRY AND DIGITAL PAYMENTS ETF,Fidelity Covington Trust,underlier_name,multi-token crypto,FIDGLCDN,MEDIUM
FDIG US,FIDELITY CRYPTO INDUSTRY AND DIGITAL PAYMENTS ETF,Fidelity Covington Trust,concentration,single,basket,MEDIUM
FDIG US,FIDELITY CRYPTO INDUSTRY AND DIGITAL PAYMENTS ETF,Fidelity Covington Trust,mechanism,physical,swap,HIGH
FDLO US,FIDELITY LOW VOLATILITY FACTOR ETF,Fidelity Covington Trust,sub_strategy,Style,Broad,LOW
FDND US,FT VEST DOW JONES INTERNET & TARGET INCOME ETF,First Trust Exchange-Traded Fu,primary_strategy,Income,Plain Beta,LOW
FDND US,FT VEST DOW JONES INTERNET & TARGET INCOME ETF,First Trust Exchange-Traded Fu,sub_strategy,Derivative Income > Covered Call,Broad,LOW
FDRS US,FOUNDER-LED ETF,Corgi ETF Trust I,sub_strategy,Broad,Sector,MEDIUM
FDRS US,FOUNDER-LED ETF,Corgi ETF Trust I,mechanism,physical,options,MEDIUM
FDRX US,FOUNDER-LED 2X DAILY ETF,Corgi ETF Trust I,direction,long,neutral,HIGH
FDRX US,FOUNDER-LED 2X DAILY ETF,Corgi ETF Trust I,underlier_name,FDRTR Index,FDRI,MEDIUM
FDRX US,FOUNDER-LED 2X DAILY ETF,Corgi ETF Trust I,concentration,single,basket,MEDIUM
FDRX US,FOUNDER-LED 2X DAILY ETF,Corgi ETF Trust I,mechanism,physical,swap,HIGH
FDVV US,FIDELITY HIGH DIVIDEND ETF,Fidelity Covington Trust,sub_strategy,Style,Broad,LOW
FEAT US,YIELDMAX DORSEY WRIGHT FEATURED 5 INCOME ETF,Tidal Trust II,mechanism,physical,options,HIGH
FEBM US,FT VEST US EQUITY MAX BUFFER ETF - FEBRUARY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FEBP US,PGIM S&P 500 BUFFER 12 ETF - FEBRUARY,PGIM Rock ETF Trust,mechanism,physical,options,HIGH
FEBP US,PGIM S&P 500 BUFFER 12 ETF - FEBRUARY,PGIM Rock ETF Trust,buffer_pct,12.0,500.0,HIGH
FEBT US,ALLIANZIM US EQUITY BUFFER10 FEB ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
FEBU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED FEB ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
FEBW US,ALLIANZIM US EQ BUFFER20 FEB,AIM ETF Products Trust,mechanism,physical,options,HIGH
FEBZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME FEBRUARY ETF,Elevation Series Trust,primary_strategy,Defined Outcome,Plain Beta,LOW
FEBZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME FEBRUARY ETF,Elevation Series Trust,sub_strategy,Buffer,Broad,LOW
FEGI LN,REX TECH INNOVATION INCOME & GROWTH UCITS ETF,Hanetf II Icav,primary_strategy,Income,Plain Beta,MEDIUM
FEGI LN,REX TECH INNOVATION INCOME & GROWTH UCITS ETF,Hanetf II Icav,sub_strategy,Derivative Income > Covered Call,Thematic,MEDIUM
FEGI LN,REX TECH INNOVATION INCOME & GROWTH UCITS ETF,Hanetf II Icav,mechanism,physical,options,MEDIUM
FEMB US,FIRST TRUST EMERGING MARKETS LOCAL CURRENCY BOND ETF,First Trust Exchange-Traded Fu,asset_class,Fixed Income,Currency,HIGH
FENY US,FIDELITY MSCI ENERGY INDEX ETF,Fidelity Covington Trust,sub_strategy,Broad,Sector,MEDIUM
FEPI LN,REX TECH INNOVATION PREMIUM INCOME UCITS ETF,Hanetf II Icav,mechanism,physical,options,HIGH
FEPI US,REX FANG & INNOVATION EQUITY PREMIUM INCOME ETF,Rex Shares/ETF Opportunities T,mechanism,physical,options,HIGH
FFEB US,FT VEST US EQUITY BUFFER ETF - FEBRUARY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FFLS US,FUTURE FUND LONG/SHORT ETF/THE,Northern Lights Fund Trust II/,primary_strategy,Risk Mgmt,Plain Beta,HIGH
FFLS US,FUTURE FUND LONG/SHORT ETF/THE,Northern Lights Fund Trust II/,sub_strategy,Alternatives,Broad,HIGH
FFLS US,FUTURE FUND LONG/SHORT ETF/THE,Northern Lights Fund Trust II/,mechanism,physical,options,MEDIUM
FFND US,ONE GLOBAL ETF,Northern Lights Fund Trust II/,sub_strategy,Broad,Thematic,MEDIUM
FFOX US,FUNDX FUTURE FUND OPPORTUNITIES ETF,FundX Investment Trust,sub_strategy,Broad,Thematic,MEDIUM
FFUT US,FIDELITY MANAGED FUTURES ETF,Fidelity Greenwood Street Trus,primary_strategy,Risk Mgmt,Plain Beta,HIGH
FFUT US,FIDELITY MANAGED FUTURES ETF,Fidelity Greenwood Street Trus,sub_strategy,Trend / Managed Futures,Broad,HIGH
FFUT US,FIDELITY MANAGED FUTURES ETF,Fidelity Greenwood Street Trus,mechanism,physical,swap,HIGH
FGRU US,T-REX 2X LONG FIGR DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
FGSI US,FT VEST GROWTH STRENGTH & TARGET INCOME ETF,First Trust Exchange-Traded Fu,primary_strategy,Income,Plain Beta,LOW
FGSI US,FT VEST GROWTH STRENGTH & TARGET INCOME ETF,First Trust Exchange-Traded Fu,sub_strategy,Derivative Income > Covered Call,Style,LOW
FHDG US,FT VEST US EQUITY QUARTERLY DYNAMIC BUFFER ETF,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FHEQ US,FIDELITY HEDGED EQUITY ETF,Fidelity Greenwood Street Trus,primary_strategy,Risk Mgmt,Plain Beta,LOW
FHEQ US,FIDELITY HEDGED EQUITY ETF,Fidelity Greenwood Street Trus,sub_strategy,Hedged Equity,Broad,LOW
FHLC US,FIDELITY MSCI HEALTH CARE INDEX ETF,Fidelity Covington Trust,sub_strategy,Broad,Sector,MEDIUM
FIAT US,YIELDMAX SHORT COIN OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,COIN US,COIN,HIGH
FIAT US,YIELDMAX SHORT COIN OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
FIAX US,NICHOLAS FIXED INCOME ALTERNATIVE ETF,Tidal Trust II,asset_class,Fixed Income,Multi-Asset,HIGH
FID US,FIRST TRUST S&P INTERNATIONAL DIVIDEND ARISTOCRATS ETF,First Trust Exchange-Traded Fu,sub_strategy,Style,Broad,MEDIUM
FIDI US,FIDELITY INTERNATIONAL HIGH DIVIDEND ETF,Fidelity Covington Trust,sub_strategy,Style,Broad,MEDIUM
FIEGF US,FI ENHANCED GLOBAL HIGH YIELD ETN LINKED TO MSCI WORLD HIGH DIVIDEND YIELD USD,DB AG ETNs/USA,direction,long,neutral,HIGH
FIEGF US,FI ENHANCED GLOBAL HIGH YIELD ETN LINKED TO MSCI WORLD HIGH DIVIDEND YIELD USD,DB AG ETNs/USA,mechanism,physical,swap,MEDIUM
FIGG US,LEVERAGE SHARES 2X LONG FIG DAILY ETF,Themes ETF Trust,underlier_name,FIG US,FIG,HIGH
FIGG US,LEVERAGE SHARES 2X LONG FIG DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
FIHQ US,DB FI ENHANCED GLOBAL HIGH YIELD ETN,DB ETNs/USA,asset_class,Fixed Income,Equity,HIGH
FIHQ US,DB FI ENHANCED GLOBAL HIGH YIELD ETN,DB ETNs/USA,primary_strategy,Plain Beta,L&I,HIGH
FIHQ US,DB FI ENHANCED GLOBAL HIGH YIELD ETN,DB ETNs/USA,sub_strategy,Broad,Long,HIGH
FIHQ US,DB FI ENHANCED GLOBAL HIGH YIELD ETN,DB ETNs/USA,mechanism,physical,swap,MEDIUM
FISR US,STATE STREET FIXED INCOME SECTOR ROTATION ETF,SSGA Active Trust,sub_strategy,Sector,Broad,HIGH
FITE US,STATE STREET SPDR S&P KENSHO FUTURE SECURITY ETF,SPDR Series Trust,sub_strategy,Broad,Thematic,MEDIUM
FIVA US,FIDELITY INTERNATIONAL VALUE FACTOR ETF,Fidelity Covington Trust,sub_strategy,Style,Broad,MEDIUM
FIVY US,YIELDMAX DORSEY WRIGHT HYBRID 5 INCOME ETF,Tidal Trust II,mechanism,physical,options,HIGH
FIW US,FIRST TRUST WATER ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,LOW
FIXP US,FOLIOBEYOND ENHANCED FIXED INCOME PREMIUM ETF,Tidal Trust I,mechanism,physical,options,MEDIUM
FIYY US,GRANITESHARES YIELDBOOST 20Y+ TREASURIES ETF,GraniteShares ETF Trust,asset_class,Multi-Asset,Fixed Income,HIGH
FIYY US,GRANITESHARES YIELDBOOST 20Y+ TREASURIES ETF,GraniteShares ETF Trust,mechanism,physical,options,HIGH
FJAN US,FT VEST U.S. EQUITY BUFFER ETF - JANUARY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FJUL US,FT VEST US EQUITY BUFFER ETF - JULY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FJUN US,FT VEST US EQUITY BUFFER ETF - JUNE,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FLAO US,ALLIANZIM US EQUITY 6 MONTH FLOOR5 APR/OCT ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
FLJJ US,ALLIANZIM US EQUITY 6 MONTH FLOOR5 JAN/JUL ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
FLRT US,PACER ARISTOTLE PACIFIC FLOATING RATE HIGH INCOME ETF,Pacer ETFs/USA,mechanism,physical,options,MEDIUM
FLSP US,FRANKLIN SYSTEMATIC STYLE PREMIA ETF,Franklin Templeton ETF Trust,primary_strategy,Risk Mgmt,Plain Beta,HIGH
FLSP US,FRANKLIN SYSTEMATIC STYLE PREMIA ETF,Franklin Templeton ETF Trust,sub_strategy,Alternatives,Broad,HIGH
FLSP US,FRANKLIN SYSTEMATIC STYLE PREMIA ETF,Franklin Templeton ETF Trust,mechanism,physical,options,MEDIUM
FLXN US,HORIZON FLEXIBLE INCOME ETF,Horizon Funds,mechanism,physical,options,MEDIUM
FLYD US,MICROSECTORS TRAVEL 3X INVERSE LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
FLYD US,MICROSECTORS TRAVEL 3X INVERSE LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
FLYT US,TRADR 2X LONG FLY DAILY ETF,Investment Managers Series Tru,underlier_name,FLY US,FLY,HIGH
FLYT US,TRADR 2X LONG FLY DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
FLYU US,MICROSECTORS TRAVEL 3X LEVERAGED ETN,BMO ETNs/United States,direction,long,neutral,HIGH
FLYU US,MICROSECTORS TRAVEL 3X LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
FLYU US,MICROSECTORS TRAVEL 3X LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
FMAR US,FT VEST US EQUITY BUFFER ETF - MARCH,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FMAT US,FIDELITY MSCI MATERIALS INDEX ETF,Fidelity Covington Trust,sub_strategy,Broad,Sector,MEDIUM
FMAY US,FT VEST US EQUITY BUFFER ETF - MAY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FMET US,FIDELITY METAVERSE ETF,Fidelity Covington Trust,mechanism,physical,swap,HIGH
FMF US,FIRST TRUST MANAGED FUTURES STRATEGY FUND,First Trust Exchange-Traded Fu,primary_strategy,Risk Mgmt,Plain Beta,HIGH
FMF US,FIRST TRUST MANAGED FUTURES STRATEGY FUND,First Trust Exchange-Traded Fu,sub_strategy,Trend / Managed Futures,Broad,HIGH
FMKT US,THE FREE MARKETS ETF,Tidal Trust III,sub_strategy,Single-Access,Broad,LOW
FMKT US,THE FREE MARKETS ETF,Tidal Trust III,concentration,single,basket,MEDIUM
FMQQ US,FMQQ THE NEXT FRONTIER INTERNET ETF,Exchange-Traded Concepts ETFs/,sub_strategy,Thematic,Broad,MEDIUM
FMTL US,FIRST TRUST INDXX CRITICAL METALS ETF,First Trust Exchange-Traded Fu,sub_strategy,Broad,Sector,MEDIUM
FNGD US,MICROSECTORS FANG+ INDEX -3X INVERSE LEVERAGED ETNS DUE JANUARY 8 2038,BMO ETNs/United States,concentration,single,basket,MEDIUM
FNGD US,MICROSECTORS FANG+ INDEX -3X INVERSE LEVERAGED ETNS DUE JANUARY 8 2038,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
FNGG US,DIREXION DAILY NYSE FANG+ BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
FNGO US,MICROSECTORS FANG INDEX 2X LEVERAGED ETN,BMO ETNs/United States,direction,long,neutral,HIGH
FNGO US,MICROSECTORS FANG INDEX 2X LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
FNGO US,MICROSECTORS FANG INDEX 2X LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
FNGS US,MICROSECTORS FANG+ ETNS,BMO ETNs/United States,primary_strategy,L&I,Plain Beta,MEDIUM
FNGS US,MICROSECTORS FANG+ ETNS,BMO ETNs/United States,sub_strategy,Long,Sector,MEDIUM
FNGU US,MICROSECTORS FANG+ 3X LEVERAGED ETN,BMO ETNs/United States,direction,long,neutral,HIGH
FNGU US,MICROSECTORS FANG+ 3X LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
FNGU US,MICROSECTORS FANG+ 3X LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
FNOV US,FT VEST US EQUITY BUFFER ETF - NOVEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FOCT US,FT VEST US EQUITY BUFFER ETF - OCTOBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FOWF US,PACER SOLACTIVE WHITNEY FUTURE OF WARFARE ETF,Pacer ETFs/USA,sub_strategy,Broad,Thematic,MEDIUM
FPAS US,FPA SHORT DURATION GOVERNMENT ETF,Investment Managers Series Tru,mechanism,physical,options,MEDIUM
FPX US,FIRST TRUST US EQUITY OPPORTUNITIES ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,LOW
FPXE US,FIRST TRUST IPOX EUROPE EQUITY OPPORTUNITIES ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,MEDIUM
FPXI US,FIRST TRUST INTERNATIONAL EQUITY OPPORTUNITIES ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,MEDIUM
FRGN US,HORIZON INTERNATIONAL EQUITY ETF,Horizon Funds,mechanism,physical,options,MEDIUM
FRWD US,NOMURA TRANSFORMATIONAL TECHNOLOGIES ETF,Nomura ETF Trust,sub_strategy,Broad,Sector,MEDIUM
FSEP US,FT VEST US EQUITY BUFFER ETF - SEPTEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FTAG US,FIRST TRUST INDXX GLOBAL AGRICULTURE ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,MEDIUM
FTBD US,FIDELITY TACTICAL BOND ETF,Fidelity Merrimack Street Trus,mechanism,physical,swap,HIGH
FTBI US,FIRST TRUST BALANCED INCOME ETF,First Trust Exchange-Traded Fu,sub_strategy,Allocation,Broad,HIGH
FTEC US,FIDELITY MSCI INFORMATION TECHNOLOGY INDEX ETF,Fidelity Covington Trust,sub_strategy,Broad,Sector,MEDIUM
FTGC US,FIRST TRUST GLOBAL TACTICAL COMMODITY STRATEGY FUND,First Trust Exchange-Traded Fu,mechanism,physical,options,MEDIUM
FTHI US,FIRSTTRUST BUYWRITE INCOME ETF,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FTIF US,FIRST TRUST BLOOMBERG INFLATION SENSITIVE EQUITY ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,LOW
FTKI US,FIRST TRUST SMALL CAP BUYWRITE INCOME ETF,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FTLS US,FIRST TRUST LONG/SHORT EQUITY ETF/US,First Trust Exchange-Traded Fu,primary_strategy,Risk Mgmt,Plain Beta,HIGH
FTLS US,FIRST TRUST LONG/SHORT EQUITY ETF/US,First Trust Exchange-Traded Fu,sub_strategy,Alternatives,Broad,HIGH
FTQI US,FIRST TRUST NASDAQ BUYWRITE INCOME ETF,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
FTRI US,FIRST TRUST INDXX GLOBAL NATURAL RESOURCES INCOME ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,MEDIUM
FTWO US,STRIVE NATURAL RESOURCES AND SECURITY ETF,EA Series Trust,sub_strategy,Thematic,Broad,LOW
FTXL US,FIRST TRUST NASDAQ SEMICONDUCTOR ETF,First Trust Exchange-Traded Fu,sub_strategy,Broad,Sector,MEDIUM
FTXN US,FIRST TRUST NASDAQ OIL & GAS ETF,First Trust Exchange-Traded Fu,asset_class,Commodity,Equity,HIGH
FTXN US,FIRST TRUST NASDAQ OIL & GAS ETF,First Trust Exchange-Traded Fu,sub_strategy,Broad,Sector,MEDIUM
FTXO US,FIRST TRUST NASDAQ BANK ETF,First Trust Exchange-Traded Fu,sub_strategy,Broad,Sector,MEDIUM
FUTG US,LEVERAGE SHARES 2X LONG FUTU DAILY ETF,Themes ETF Trust,underlier_name,FUTU US,FUTU,HIGH
FUTG US,LEVERAGE SHARES 2X LONG FUTU DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
FVC US,FIRST TRUST DORSEY WRIGHT DYNAMIC FOCUS 5 ETF,First Trust Exchange-Traded Fu,sub_strategy,Allocation,Broad,HIGH
FWD US,AB DISRUPTORS ETF,AB Active ETFs Inc,sub_strategy,Thematic,Broad,LOW
FXF US,INVESCO CURRENCYSHARES SWISS FRANC TRUST,Invesco ETFs/USA,asset_class,Equity,Multi-Asset,HIGH
FXG US,FIRST TRUST CONSUMER STAPLES ALPHADEX FUND,First Trust Exchange-Traded Al,sub_strategy,Broad,Sector,MEDIUM
FXH US,FIRST TRUST HEALTH CARE ALPHADEX FUND,First Trust Exchange-Traded Al,sub_strategy,Broad,Sector,MEDIUM
FXI US,ISHARES CHINA LARGE-CAP ETF,iShares Trust,sub_strategy,Broad,Sector,MEDIUM
FXL US,FIRST TRUST TECHNOLOGY ALPHADEX FUND,First Trust Exchange-Traded Al,sub_strategy,Broad,Sector,MEDIUM
FXN US,FIRST TRUST ENERGY ALPHADEX FUND,First Trust Exchange-Traded Al,sub_strategy,Broad,Sector,MEDIUM
FXO US,FIRST TRUST FINANCIAL ALPHADEX FUND,First Trust Exchange-Traded Fu,sub_strategy,Broad,Sector,MEDIUM
FXP US,PROSHARES ULTRASHORT FTSE CHINA 50,ProShares Trust,sub_strategy,Short,Long,HIGH
FXP US,PROSHARES ULTRASHORT FTSE CHINA 50,ProShares Trust,direction,short,neutral,HIGH
FXP US,PROSHARES ULTRASHORT FTSE CHINA 50,ProShares Trust,mechanism,physical,swap,HIGH
FXR US,FIRST TRUST INDUSTRIALS/PRODUCER DURABLES ALPHADEX FUND,First Trust Exchange-Traded Al,sub_strategy,Broad,Sector,MEDIUM
FXZ US,FIRST TRUST MATERIALS ALPHADEX FUND,First Trust Exchange-Traded Al,sub_strategy,Broad,Sector,MEDIUM
GAA US,CAMBRIA GLOBAL ASSET ALLOCATION ETF,Cambria ETF Trust,sub_strategy,Allocation,Broad,HIGH
GABF US,GABELLI FINANCIAL SERVICES OPPORTUNITIES ETF,Gabelli ETFs Trust,sub_strategy,Broad,Sector,MEDIUM
GAL US,STATE STREET GLOBAL ALLOCATION ETF,SSGA Active Trust,sub_strategy,Allocation,Broad,HIGH
GAPR US,FT VEST US EQUITY MODERATE BUFFER ETF - APRIL,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
GARA US,GUINNESS ATKINSON REAL ASSETS INCOME ETF,Guinness Atkinson Funds,sub_strategy,Broad,Sector,MEDIUM
GASZ US,CORGI NATURAL GAS POWER & TURBINES ETF,Corgi ETF Trust I,asset_class,Commodity,Equity,HIGH
GASZ US,CORGI NATURAL GAS POWER & TURBINES ETF,Corgi ETF Trust I,sub_strategy,Broad,Sector,MEDIUM
GAUG US,FT VEST US EQUITY MODERATE BUFFER ETF - AUGUST,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
GBHI US,GABELLI HIGH INCOME ETF,Gabelli ETFs Trust,mechanism,physical,swap,HIGH
GBUG US,SPROTT ACTIVE GOLD & SILVER MINERS ETF,Sprott Funds Trust,asset_class,Commodity,Equity,HIGH
GBUG US,SPROTT ACTIVE GOLD & SILVER MINERS ETF,Sprott Funds Trust,sub_strategy,Broad,Sector,MEDIUM
GCAD US,GABELLI COMMERCIAL AEROSPACE AND DEFENSE ETF,Gabelli ETFs Trust,sub_strategy,Thematic,Broad,LOW
GCAL US,GOLDMAN SACHS DYNAMIC CALIFORNIA MUNICIPAL INCOME ETF,Goldman Sachs ETF Trust,mechanism,physical,options,MEDIUM
GCC US,WISDOMTREE ENHANCED COMMODITY STRATEGY FUND,WisdomTree ETFs/USA,sub_strategy,Broad,Single-Access,MEDIUM
GCC US,WISDOMTREE ENHANCED COMMODITY STRATEGY FUND,WisdomTree ETFs/USA,mechanism,physical,options,MEDIUM
GDE US,WISDOMTREE EFFICIENT GOLD PLUS EQUITY STRATEGY FUND,WisdomTree ETFs/USA,asset_class,Commodity,Equity,HIGH
GDEC US,FT VEST US EQUITY MODERATE BUFFER ETF - DECEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
ARMY US,TEMA INTERNATIONAL DEFENSE ETF,Tema ETF Trust,sub_strategy,Thematic,Broad,MEDIUM
GDIV US,HARBOR DIVIDEND GROWTH LEADERS ETF,Harbor ETF Trust,mechanism,physical,swap,HIGH
GDLC US,GRAYSCALE COINDESK CRYPTO 5 ETF,Grayscale Investments LLC/USA,underlier_name,multi-token crypto,CD5X,MEDIUM
GDLC US,GRAYSCALE COINDESK CRYPTO 5 ETF,Grayscale Investments LLC/USA,concentration,single,basket,MEDIUM
GDMA US,GADSDEN DYNAMIC MULTI-ASSET ETF,EA Series Trust,sub_strategy,Allocation,Broad,HIGH
GDMN US,WISDOMTREE EFFICIENT GOLD PLUS GOLD MINERS STRATEGY FUND,WisdomTree ETFs/USA,asset_class,Commodity,Equity,HIGH
GDMN US,WISDOMTREE EFFICIENT GOLD PLUS GOLD MINERS STRATEGY FUND,WisdomTree ETFs/USA,sub_strategy,Broad,Sector,MEDIUM
GDOG US,GRAYSCALE DOGECOIN TRUST DOGE ETF,Grayscale Investments LLC/USA,underlier_name,Dogecoin,XDGUSD,HIGH
GDX US,VANECK GOLD MINERS ETF/USA,VanEck ETFs/USA,asset_class,Commodity,Equity,HIGH
GDX US,VANECK GOLD MINERS ETF/USA,VanEck ETFs/USA,sub_strategy,Broad,Sector,MEDIUM
GDXD US,MICROSECTORS GOLD MINERS -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
GDXD US,MICROSECTORS GOLD MINERS -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
GDXJ US,VANECK JUNIOR GOLD MINERS ETF,VanEck ETFs/USA,asset_class,Commodity,Equity,HIGH
GDXU US,MICROSECTORS GOLD MINERS 3X LEVERAGED ETN,BMO ETNs/United States,direction,long,neutral,HIGH
GDXU US,MICROSECTORS GOLD MINERS 3X LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
GDXU US,MICROSECTORS GOLD MINERS 3X LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
GDXW US,ROUNDHILL GOLD MINERS WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
GDXW US,ROUNDHILL GOLD MINERS WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
GDXY US,YIELDMAX GOLD MINERS OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
GEMG US,LEVERAGE SHARES 2X LONG GEMI DAILY ETF,Themes ETF Trust,underlier_name,GEMI US,GEMI,HIGH
GEMG US,LEVERAGE SHARES 2X LONG GEMI DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
GENM US,GENTER CAPITAL MUNICIPAL QUALITY INTERMEDIATE ETF,Spinnaker ETF Trust,sub_strategy,Style,Broad,HIGH
